node.exe :  ┬╗   Warning: @salesforce/cli update available from [92m2.85.7[39m to 
[92m2.133.4[39m.
At C:\Program Files\nodejs\sfdx.ps1:16 char:5
+     & "$basedir/node$exe" --no-deprecation "$basedir/node_modules/@sa ...
+     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: ( ┬╗   Warning: ...2m2.133.4[39m.:String) [], 
    RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
Warning: We plan to stop supporting v4.x of Code Analyzer in the coming months. We highly 
recommend that you start using v5.x, which is currently in Beta. For information on v5.x, 
see https://developer.salesforce.com/docs/platform/salesforce-code-analyzer/guide/code-anal
yzer.html.
"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"370","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPostInstallHandler.cls","5","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"371","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPostInstallHandlerTest.cls","16","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"372","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPostInstallHandlerTest.cls","17","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"373","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPostInstallHandlerTest.cls","18","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"374","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowPostInstallHandlerTest.cls","20","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"375","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowProductionValidatorTest.cls","7","9","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"376","5","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowProductionValidatorTest.cls","23","29","UnusedLocalVariable","Variable 'logs' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"377","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SentinelFlowProductionValidatorTest.cls","52","16","AvoidHardcodingId","Hardcoding Ids is bound to break when changing environments.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#avoidhardcodingid","Error Prone","pmd"
"378","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SlackNotificationTest.cls","7","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"379","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SlackNotificationTest.cls","8","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"380","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SlackNotificationTest.cls","19","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"381","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SlackNotificationTest.cls","20","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"382","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SlackNotificationTest.cls","57","12","MethodNamingConventions","The test method name 'testSendSlackAlert_Success' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"383","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SlackNotificationTest.cls","74","12","MethodNamingConventions","The test method name 'testSendSlackAlert_HttpError' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"384","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SlackNotificationTest.cls","91","12","MethodNamingConventions","The test method name 'testSendSlackAlert_NullInputs' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"385","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\Square.cls","1","8","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"386","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\Square.cls","4","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"387","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\Square.cls","8","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"388","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\Square.cls","11","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"389","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\Square.cls","11","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"390","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\Square.cls","14","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"391","1","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\Square.cls","14","12","MethodNamingConventions","The instance method name 'Perimeter' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"392","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\Square.cls","17","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"393","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\Square.cls","17","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"394","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionEmailService.cls","2","21","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"395","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionEmailService.cls","5","19","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"396","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionEmailService.cls","5","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"397","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionEmailServiceTest.cls","5","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"398","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionEmailServiceTest.cls","9","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"399","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionEmailServiceTest.cls","10","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"400","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionEmailServiceTest.cls","30","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"401","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionEmailServiceTest.cls","57","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"402","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionRestApi.cls","8","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"403","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionRestApi.cls","9","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"404","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionRestApi.cls","20","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"405","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionRestApi.cls","25","16","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"406","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionRestApi.cls","33","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"407","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionRestApiTest.cls","25","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"408","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionRestApiTest.cls","32","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"409","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionRestApiTest.cls","33","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"410","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionRestApiTest.cls","34","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"411","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionRestApiTest.cls","35","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"412","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionRestApiTest.cls","52","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"413","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","5","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"414","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","5","21","CognitiveComplexity","The class 'SubscriptionService' has a total cognitive complexity of 78 (highest 6), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"415","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","5","21","CyclomaticComplexity","The class 'SubscriptionService' has a total cyclomatic complexity of 43 (highest 6).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"416","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","16","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"417","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","31","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"418","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","34","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"419","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","38","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"420","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","82","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"421","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","86","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"422","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","90","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"423","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","97","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"424","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","116","19","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"425","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","116","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"426","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","137","19","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"427","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","137","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"428","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionService.cls","202","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"429","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","9","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"430","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","10","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"431","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","11","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"432","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","12","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"433","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","13","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"434","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","29","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"435","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","48","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"436","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","49","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"437","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","50","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"438","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","51","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"439","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","67","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"440","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","68","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"441","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionServiceTest.cls","84","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"442","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionTrialExpiryScheduler.cls","4","21","AvoidGlobalModifier","Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier","Best Practices","pmd"
"443","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionTrialExpiryScheduler.cls","4","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"444","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SubscriptionTrialExpiryScheduler.cls","5","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"445","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemLogger.cls","10","24","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"446","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemLogger.cls","14","19","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"447","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemLogger.cls","14","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"448","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemLogger.cls","17","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"449","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemLogger.cls","31","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"450","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemLogger.cls","35","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"451","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemLogger.cls","39","19","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"452","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemLogger.cls","39","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"453","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemLogger.cls","42","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"454","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemLogger.cls","53","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"455","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemMonitorController.cls","9","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"456","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemMonitorController.cls","11","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"457","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemMonitorController.cls","19","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"458","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemMonitorController.cls","65","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"459","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemSettings.cls","8","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"460","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemSettings.cls","12","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"461","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\SystemSettings.cls","33","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"462","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\TenantContext.cls","14","21","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"463","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\TenantContext.cls","23","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"464","3","D:\TomCodeX Inc\SEOMP\force-app\main\default\classes\TenantContext.cls","23","19","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
